anno,insegnamento,link,codice,settore,CFU,semetre,docente,propedeuticità
1,Algoritmi distribuiti e reti complesse,http://www.informatica.uniroma2.it/f0?fid=220&srv=0&os=2010&cdl=1&id=ADRC,ADRC,,9,1,Clementi,
2,Metodi di verifica di sistemi,http://www.informatica.uniroma2.it/f0?fid=220&srv=0&os=2010&cdl=1&id=MVS,MVS,,6,2,Intrigila,
